台帳ID,管理対象ID,名称,ふりがな,員数,棟名,文化財種類,種別1,種別2,国,時代,年代,西暦,構造及び形式等,その他参考となるべき事項,登録番号,登録回,登録告示年月日,登録年月日,追加年月日,重文指定年月日,国宝指定年月日,登録基準1,登録基準2,都道府県,所在地,保管施設の名称,所有者名,所有者種別,管理団体又は責任者,緯度,経度,解説文,画像URL
101,00001238,荒川家住宅石蔵,あらかわけじゅうたくいしぐら,1棟,,登録有形文化財(建造物),産業3次,建築物,,明治,明治42,1909,石造２階建，瓦葺，建築面積83㎡,,08 － 0011,19,1999.09.07(平成11.09.07),1999.08.23(平成11.08.23),,19990823,,再現することが容易でないもの,,茨城県,茨城県筑西市甲868,,,,,36.31138000000000,139.98080000000000,敷地の東北端に位置する東西棟、桟瓦葺、切妻屋根の２階建石蔵。桁行５間、梁間２間半の規模で、栃木近辺でよく見かける大谷石による石蔵に似た造りになるが、東妻面の開口部は直線構成の額縁をとり、雨除けの庇と持送りを付ける。,https://bunka.nii.ac.jp/heritage/43967/_102228/43967_102228111225011624507_300.jpg
101,00001239,一木歯科医院,いちきしかいいん,1棟,,登録有形文化財(建造物),文化福祉,建築物,,大正,大正11,1922,木造２階建，鉄板葺，建築面積30㎡,,08 － 0012,19,1999.09.07(平成11.09.07),1999.08.23(平成11.08.23),,19990823,,再現することが容易でないもの,,茨城県,茨城県筑西市甲12,,,,,36.31075000000000,139.97800000000000,大正１０年隣家の失火により類焼した後の再建建物のため防火に配慮した造りになる。木造鐵網コンクリート仕上げの数少ない遺存例として貴重。外観は、上げ下げ窓を割付けただけの単純な構成をとるが、プロポーションは的確で古典的な風格すら感じさせる。,https://bunka.nii.ac.jp/heritage/43967/_102229/43967_102229111225011624768_300.jpg
101,00001240,梅津会館（旧太田町役場）,うめづかいかん（きゅうおおたまちやくば）,1棟,,登録有形文化財(建造物),官公庁舎,建築物,,昭和前,昭和11,1936,鉄筋コンクリート造２階建塔屋付，建築面積232㎡,,08 － 0013,19,1999.09.07(平成11.09.07),1999.08.23(平成11.08.23),,19990823,,造形の規範となっているもの,,茨城県,茨城県常陸太田市西二町2186,,常陸太田市,,,36.54024000000000,140.52240000000000,南東隅に角塔を立ち上げ、東面正面に大アーチの車寄を張出した本格的な庁舎建築。主要部は筋面タイル貼で、車寄アーチのキーストーンなどの要所にテラコッタを用いる。地元出身の梅津福次郎の寄付により建設され、現在は市の郷土資料館として活用されている。,https://bunka.nii.ac.jp/heritage/43967/_102230/43967_102230111225011625025_300.jpg
101,00001241,旧町屋変電所,きゅうまちやへんでんしょ,1棟,,登録有形文化財(建造物),生活関連,建築物,,明治,明治42頃,1909頃,煉瓦造平屋建，鉄板葺，建築面積191㎡,,08 － 0014,19,1999.09.07(平成11.09.07),1999.08.23(平成11.08.23),,19990823,,国土の歴史的景観に寄与しているもの,,茨城県,茨城県常陸太田市西河内下町1382-1,,常陸太田市,,,36.60704000000000,140.53800000000000,明治４４年１月から旧太田町などに電気を供給した町屋発電所の変電施設。せいの高い切妻屋根、煉瓦造建屋の北側に棟を落とした寄棟屋根の建屋をつなげる姿形をとる。寄棟建屋部分の西面及び北面の一部を煉瓦壁で造る。県内初期発電関連施設の遺構として貴重。,https://bunka.nii.ac.jp/heritage/43967/_102231/43967_102231111225011626458_300.jpg
101,00001400,花貫川第一発電所第3号水路橋（めがね橋）,はなぬきがわだいいちはつでんしょだいさんごうすいろきょう（めがねばし）,1基,,登録有形文化財(建造物),生活関連,土木構造物,,大正,大正7,1918,鉄筋コンクリート造2連アーチ橋、橋長77m、幅員2m,,08 － 0016,21,1999.12.02(平成11.12.02),1999.11.18(平成11.11.18),,19991118,,造形の規範となっているもの,,茨城県,茨城県高萩市大字秋山字板木2989,,東京発電株式会社,,,36.72784000000000,140.64270000000000,花貫ダムと花貫川第一発電所間の送水路の一部をなす長さ約７７ｍの水路橋。支間約２６ｍの２連ＲＣアーチからなる。スパンドレル部に位置する木造桁橋の橋脚部材を想わせる鉛直材に，我が国の橋梁分野におけるＲＣ導入初期の造形が窺える。,https://bunka.nii.ac.jp/heritage/43967/_102390/43967_102390982833658537125_300.jpg
101,00001401,潮田家住宅見世蔵,うしおだけじゅうたくみせぐら,1棟,,登録有形文化財(建造物),産業3次,建築物,,明治,明治43,1910,土蔵造2階建、瓦葺、建築面積281㎡,,08 － 0017,21,1999.12.02(平成11.12.02),1999.11.18(平成11.11.18),,19991118,,再現することが容易でないもの,,茨城県,茨城県桜川市真壁町真壁189,,,,,36.27706000000000,140.09890000000000,潮田家は筑波山北に位置する真壁町のほぼ中心にあり，かつては呉服太物商を営んでいた。見世蔵は明治４３年の建築で，１階は通り側に広く帳場を構え，奥に座敷を配する。高い棟積をもつ重厚な黒漆喰塗の町家で，御陣屋前通りの角地に際だった姿をみせている。,https://bunka.nii.ac.jp/heritage/43967/_102391/43967_102391111225011758032_300.jpg
101,00001402,潮田家住宅袖蔵,うしおだけじゅうたくそでぐら,1棟,,登録有形文化財(建造物),産業3次,建築物,,明治,明治45,1912,土蔵造2階建、瓦葺、建築面積118㎡,,08 － 0018,21,1999.12.02(平成11.12.02),1999.11.18(平成11.11.18),,19991118,,再現することが容易でないもの,,茨城県,茨城県桜川市真壁町真壁189,,,,,36.27714000000000,140.09900000000000,見世蔵の北側に接して建ち，妻面を通りに向けている。明治４５年の建築で，総２階建・切妻造・桟瓦葺，外壁を簓子下見板張とし，見世蔵１階の帳場に面して観音扉口を設ける。高さや壁面線が見世蔵と一体感を持ち，通りに面した商家の構えとして重要である。,https://bunka.nii.ac.jp/heritage/43967/_102392/43967_102392111225011758346_300.jpg
101,00001403,潮田家住宅脇蔵,うしおだけじゅうたくわきぐら,1棟,,登録有形文化財(建造物),住宅,建築物,,明治,明治30以前,1897以前,土蔵造2階建、瓦葺、建築面積58㎡,,08 － 0019,21,1999.12.02(平成11.12.02),1999.11.18(平成11.11.18),,19991118,,再現することが容易でないもの,,茨城県,茨城県桜川市真壁町真壁189,,,,,36.27731000000000,140.09900000000000,潮田家は屋号を「鶴屋」と称し，広い屋敷地をもっている。脇蔵は見世蔵・袖蔵の北側に空地を挟み，通りよりやや離れて建つ。総２階建・切妻造・桟瓦葺であるが，袖蔵よりひとまわり大きく，建築年代も古い。大規模商家の屋敷構成に欠かせない存在である。,https://bunka.nii.ac.jp/heritage/43967/_102393/43967_102393111225011758607_300.jpg
101,00001404,潮田家住宅別荘（離れ）,うしおだけじゅうたくべっそう（はなれ）,1棟,,登録有形文化財(建造物),住宅,建築物,,明治,明治初期,1868-1911,木造2階建、瓦葺、建築面積98㎡,,08 － 0020,21,1999.12.02(平成11.12.02),1999.11.18(平成11.11.18),,19991118,,再現することが容易でないもの,,茨城県,茨城県桜川市真壁町真壁189,,,,,36.27713000000000,140.09880000000000,敷地の西側に建ち，見世蔵と渡り廊下で結ばれている。総２階建，寄棟造・桟瓦葺であるが，周囲に縁を廻して開放的な平面とする。全体に良質の材を用い，床・棚・付書院など丁寧な数寄屋風にまとめられ，地方の近代接客空間の意匠を端的にあらわしている。,https://bunka.nii.ac.jp/heritage/43967/_102394/43967_102394111225011759727_300.jpg
101,00001549,結城酒造株式会社安政蔵,ゆうきしゅぞうかぶしきがいしゃあんせいぐら,1棟,,登録有形文化財(建造物),産業2次,建築物,,江戸,安政年間,1854-1859,木造2階建、瓦葺、建築面積1191㎡,,08 － 0021,23,2000.05.17(平成12.05.17),2000.04.28(平成12.04.28),,20000428,,造形の規範となっているもの,,茨城県,茨城県結城市大字結城1589,,,,,36.30491000000000,139.87200000000000,市街西側にある結城酒造の浦里家は，安政６年の酒造鑑札を持ち，安政蔵は酒造業を始めた安政年間の建築と考えられる。切妻造・桟瓦葺の長大な建物で，内部は釜場・発酵場・麹枯らし場や広い土間及び畳敷の奥など，近世以来の酒造りの空間構成を保っている。,https://bunka.nii.ac.jp/heritage/43967/_102539/43967_102539111225011928969_300.jpg
101,00001550,結城酒造株式会社新蔵,ゆうきしゅぞうかぶしきがいしゃしんぐら,1棟,,登録有形文化財(建造物),産業2次,建築物,,江戸,慶応年間,1865-1868,木造2階建、瓦葺、建築面積79㎡,,08 － 0022,23,2000.05.17(平成12.05.17),2000.04.28(平成12.04.28),,20000428,,造形の規範となっているもの,,茨城県,茨城県結城市大字結城1589,,,,,36.30477000000000,139.87160000000000,貯蔵用の新蔵は，南面する安政蔵の南西に建ち，北妻面で接続している。切妻造・桟瓦葺，外壁白漆喰塗で，太い柱を密に立て堅牢な構造とする。内部は１階が酒樽の貯蔵，中央部２階が物置となっている。質素な外観であるが，酒造施設として欠かせない建物。,https://bunka.nii.ac.jp/heritage/43967/_102540/43967_102540111225011929491_300.jpg
101,00001551,結城酒造株式会社煉瓦煙突,ゆうきしゅぞうかぶしきがいしゃれんがえんとつ,1基,,登録有形文化財(建造物),産業2次,その他工作,,明治,明治36,1903,煉瓦造、高さ10m,,08 － 0023,23,2000.05.17(平成12.05.17),2000.04.28(平成12.04.28),,20000428,,国土の歴史的景観に寄与しているもの,,茨城県,茨城県結城市大字結城1589,,,,,36.30500000000000,139.87180000000000,高さ約１０ｍの煉瓦煙突は，安政蔵の北側にあり，明治３６年の建設と伝える。安政蔵の釜場と地下の煙道で結ばれており，酒造施設の近代的な工夫がうかがえるとともに，商業都市として栄え，酒造業も盛んであった結城の景観のシンボルともなっている。,https://bunka.nii.ac.jp/heritage/43967/_102541/43967_102541111225011930003_300.jpg
101,00001552,谷口家住宅店舗,やぐちけじゅうたくてんぽ,1棟,,登録有形文化財(建造物),産業3次,建築物,,明治,明治33,1900,木造2階建、瓦葺、建築面積53㎡,,08 － 0024,23,2000.05.17(平成12.05.17),2000.04.28(平成12.04.28),,20000428,,造形の規範となっているもの,,茨城県,茨城県桜川市真壁町桜井373,,,,,36.28101000000000,140.10430000000000,明治期に製糸業を営んだ谷口家は，県内有数の製糸所となった。店舗は棟札より，明治３３年の建築とわかり，棟梁は地元の増渕市太郎。旧道に西面して建つ寄棟造・妻入の形式で，１階のＬ字型土間に商家の店構えがみられ，後面は江戸末期の主屋と接続している。,https://bunka.nii.ac.jp/heritage/43967/_102542/43967_102542111225011931539_300.jpg
101,00001553,谷口家住宅北袖蔵,やぐちけじゅうたくきたそでぐら,1棟,,登録有形文化財(建造物),産業3次,建築物,,江戸,江戸末期,1830-1867,土蔵造2階建、瓦葺、建築面積20㎡,,08 － 0025,23,2000.05.17(平成12.05.17),2000.04.28(平成12.04.28),,20000428,,再現することが容易でないもの,,茨城県,茨城県桜川市真壁町桜井373,,,,,36.28109000000000,140.10430000000000,江戸初期から続く谷口家は名主もつとめた旧家で，江戸末期には絞油業・醤油醸造業を営んでいた。店舗北側の北袖蔵は，江戸末期の建築と考えられる。東西棟の切妻造・桟瓦葺で，１階店舗側，２階道側に設けた観音扉，高い瓦棟積など，重厚なつくり。,https://bunka.nii.ac.jp/heritage/43967/_102543/43967_102543111225011931821_300.jpg
101,00001554,谷口家住宅南袖蔵,やぐちけじゅうたくみなみそでぐら,1棟,,登録有形文化財(建造物),産業3次,建築物,,明治,明治末期,1868-1911,土蔵造2階建、瓦葺、建築面積33㎡,,08 － 0026,23,2000.05.17(平成12.05.17),2000.04.28(平成12.04.28),,20000428,,再現することが容易でないもの,,茨城県,茨城県桜川市真壁町桜井373,,,,,36.28090000000000,140.10420000000000,店舗南側に少し離れて建つ南袖蔵は，店舗建立後，遅れて建設されたと伝える。形式は北袖蔵と同じで，東西棟の切妻造・桟瓦葺，軒に鉢巻を廻し，外壁が簓子下見板張。観音扉や高い瓦棟積なども共通するが，規模はひとまわり大きく，保存状態も良好。,https://bunka.nii.ac.jp/heritage/43967/_102544/43967_102544111225011932117_300.jpg
101,00001555,谷口家住宅門,やぐちけじゅうたくもん,1基,,登録有形文化財(建造物),産業3次,その他工作,,明治,明治末期,1868-1911,薬医門、瓦葺、間口2.7m,,08 － 0027,23,2000.05.17(平成12.05.17),2000.04.28(平成12.04.28),,20000428,,造形の規範となっているもの,,茨城県,茨城県桜川市真壁町桜井373,,,,,36.28097000000000,140.10430000000000,桁行１間梁間１間の薬医門で，内開き板戸をつけ，両側に通用門を設ける。店舗と南袖蔵を繋ぐ位置に建ち，建設年代は南袖蔵と同じ頃とみられる。切妻造・桟瓦葺の大屋根は棟積や降棟を凝った意匠として，屋敷の正門に相応しい格式をみせている。,https://bunka.nii.ac.jp/heritage/43967/_102545/43967_102545111225011932421_300.jpg
101,00001656,五木宗レンガ蔵,ごきそうれんがぐら,1棟,,登録有形文化財(建造物),産業3次,建築物,,明治,明治中期,1868-1911,煉瓦造3階建、建築面積18㎡,,08 － 0028,24,2000.05.25(平成12.05.25),2000.04.28(平成12.04.28),,20000428,,国土の歴史的景観に寄与しているもの,,茨城県,茨城県常総市水海道元町3421-1,,,,,36.02304000000000,139.98660000000000,鬼怒川左岸に発達した河岸問屋のひとつである五木田宗右衛門家の３階建煉瓦造蔵で、「五木宗レンガ造りの蔵」として親しまれている。腰積、胴蛇腹、開口部廻りなどに焼過煉瓦を使用した丁寧な造りになり、内部を構造補強し資料館等として活用されている。,https://bunka.nii.ac.jp/heritage/43967/_102646/43967_102646111225012045561_300.jpg
101,00001847,坂長本店店蔵（旧古河城文庫蔵）,さかちょうほんてんみせぐら（きゅうこがじょうぶんこぐら）,1棟,,登録有形文化財(建造物),その他,建築物,,江戸,江戸後期,1751-1829,土蔵造2階建、瓦葺、建築面積55㎡,,08 － 0029,25,2000.10.11(平成12.10.11),2000.09.26(平成12.09.26),,20000926,,再現することが容易でないもの,,茨城県,茨城県古河市中央町3-5742・5743他,,,,,36.19261000000000,139.70420000000000,間口４間，奥行３間の土蔵造２階建の店舗で，１階正面に土庇が付く。四周に半間毎に柱を立てた構造で，１階は大引天井とする。明治６年の廃城令によって古河城が解体・売却された際に，旧文庫蔵を移築したものと伝え，構造や意匠に旧規を留める。,https://bunka.nii.ac.jp/heritage/43967/_102837/43967_102837111225012243103_300.jpg
101,00001848,坂長本店袖蔵（旧古河城乾蔵）,さかちょうほんてんそでぐら（きゅうこがじょういぬいぐら）,1棟,,登録有形文化財(建造物),その他,建築物,,江戸,文久3,1863,土蔵造2階建、瓦葺、建築面積60㎡,,08 － 0030,25,2000.10.11(平成12.10.11),2000.09.26(平成12.09.26),,20000926,,再現することが容易でないもの,,茨城県,茨城県古河市中央町3-5742・5743他,,,,,36.19274000000000,139.70400000000000,四つ辻の角地に位置する２階建の土蔵で，隣接する店藏と棟を直交して建つ。外壁は白漆喰塗り，屋根は切妻造，桟瓦葺とする。古河城乾藏を移築したものと伝え，牛梁に「文久三年癸亥五月吉日」の記がある。店蔵とともに古河城を偲ぶ数少ない遺構。,https://bunka.nii.ac.jp/heritage/43967/_102838/43967_102838111225012243364_300.jpg
101,00001849,坂長本店主屋,さかちょうほんてんしゅおく,1棟,,登録有形文化財(建造物),住宅,建築物,,明治,明治前期,1868-1911,木造2階建、瓦葺、建築面積135㎡,,08 － 0031,25,2000.10.11(平成12.10.11),2000.09.26(平成12.09.26),,20000926,,造形の規範となっているもの,,茨城県,茨城県古河市中央町3-5742・5743他,,,,,36.19265000000000,139.70410000000000,旧古河城下大工町で江戸初期から両替商を始め，江戸末期頃から酒問屋を営んでいる商家で屋号を「坂長」と称する。主屋は，木造２階建で，座敷飾などの細工や意匠が優れた和風建築。店蔵及び袖蔵が移築されて屋敷の整備が行われた時期の再建と考えられる。,https://bunka.nii.ac.jp/heritage/43967/_102839/43967_102839111225012243895_300.jpg
101,00001850,坂長本店文庫蔵（旧質蔵）,さかちょうほんてんぶんこぐら（きゅうしちぐら）,1棟,,登録有形文化財(建造物),住宅,建築物,,江戸,安政5,1858,土蔵造2階建、瓦葺、建築面積54㎡,,08 － 0032,25,2000.10.11(平成12.10.11),2000.09.26(平成12.09.26),,20000926,,造形の規範となっているもの,,茨城県,茨城県古河市中央町3-5742・5743他,,,,,36.19251000000000,139.70410000000000,主屋の後方に位置する２階建の土蔵で，屋根は切妻造，桟瓦葺とする。外壁は白漆喰塗で，一部を黒漆喰塗とする。安政５年の墨書銘があり建築年代が明らかである。困窮者を救済するための「おたすけ普請」により建設されたと伝える。,https://bunka.nii.ac.jp/heritage/43967/_102840/43967_102840111225012244429_300.jpg
101,00001851,坂長本店中蔵,さかちょうほんてんなかぐら,1棟,,登録有形文化財(建造物),住宅,建築物,,江戸,江戸中期,1661-1750,土蔵造2階建、瓦葺、建築面積52㎡,,08 － 0033,25,2000.10.11(平成12.10.11),2000.09.26(平成12.09.26),,20000926,,造形の規範となっているもの,,茨城県,茨城県古河市中央町3-5742・5743他,,,,,36.19250000000000,139.70410000000000,屋敷地最奥，文庫蔵と石蔵の間に位置する２階建の土蔵。外壁は白漆喰塗り，屋根は切妻造，桟瓦葺とする。建築年代は明確でないが屋敷内の建築群の中で最も古いものと伝え，当家が両替商を営んでいた時期を偲ばせる。内部は改装して酒造関係設備を整えている。,https://bunka.nii.ac.jp/heritage/43967/_102841/43967_102841111225012244958_300.jpg
101,00001852,坂長本店石蔵,さかちょうほんてんいしぐら,1棟,,登録有形文化財(建造物),住宅,建築物,,大正,大正期,1912-1925,石造2階建、瓦葺、建築面積104㎡,,08 － 0034,25,2000.10.11(平成12.10.11),2000.09.26(平成12.09.26),,20000926,,造形の規範となっているもの,,茨城県,茨城県古河市中央町3-5742・5743他,,,,,36.19254000000000,139.70420000000000,屋敷の端に位置する長大な２階建の石蔵。外壁は大谷石の切石積とし，１階各所に扉口を構え，扉口両脇柱及びまぐさに長大な一石の切石を用いる。屋根は切妻造，桟瓦葺とし，２階の妻壁に窓を設ける。北関東における石蔵の中でも大規模な部類に属す。,https://bunka.nii.ac.jp/heritage/43967/_102842/43967_102842111225012245221_300.jpg
101,00001862,川島書店見世蔵,かわしましょてんみせぐら,1棟,,登録有形文化財(建造物),産業3次,建築物,,江戸,江戸末期,1830-1867,土蔵造2階建、瓦葺、建築面積47㎡,,08 － 0035,26,2000.11.06(平成12.11.06),2000.10.18(平成12.10.18),,20001018,,造形の規範となっているもの,,茨城県,茨城県桜川市真壁町真壁335,,,,,36.27855000000000,140.09990000000000,川島家は江戸末期より生薬店を営み，見世蔵は初代清兵衛が建てたと伝える。桁行４間・梁間２間半，正面下屋庇付の切妻造・平入の土蔵造建築。１階を店舗，２階を座敷と板の間の２室とする。真壁町の中で最も整った江戸型の見世蔵で，保存状態も良好である。,https://bunka.nii.ac.jp/heritage/43967/_102852/43967_102852111225012255478_300.jpg
101,00001863,三輪家住宅見世蔵,みわけじゅうたくみせぐら,1棟,,登録有形文化財(建造物),産業3次,建築物,,大正,大正初期,1912-1925,土蔵造2階建、瓦葺、建築面積28㎡,,08 － 0036,26,2000.11.06(平成12.11.06),2000.10.18(平成12.10.18),,20001018,,造形の規範となっているもの,,茨城県,茨城県桜川市真壁町真壁229,,,,,36.27830000000000,140.09860000000000,三輪家は真壁町の中心，高上町通南側に位置する。北面して建つ見世蔵は，桁行３間・梁間２間，正面下屋庇付の切妻造・平入の土蔵造建築。白漆喰壁や高い箱棟など重厚であるが，正面は１・２階とも片側に戸袋を設けて，開放的な近代の商家のつくりをみせる。,https://bunka.nii.ac.jp/heritage/43967/_102853/43967_102853111225012255790_300.jpg
